"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2019 American Community Survey.",,,,,,,,,,,,,,
Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,California County,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6059032038,7.54,7.77,5-10%,Orange ,6361,10.14,77.72,12.14,12.53,65.54,0,0,15.55,6.38
6059032039,9.98,12.86,10-15%,Orange ,6762,12.29,77.21,10.5,19.18,63.95,0,0,12.47,4.41
6059032040,8.36,9.33,5-10%,Orange ,2620,9.92,69.54,20.53,9.85,72.9,0.5,0,10.34,6.41
6059032041,7.69,8.02,5-10%,Orange ,1011,8.7,78.34,12.96,13.85,71.12,0.2,0.4,9.2,5.24
6059032042,3.85,1.29,1-5% (lowest scores),Orange ,5355,11.24,80.45,8.31,15.72,73.73,0.95,0.92,4.95,3.73
6059032043,5.58,3.95,1-5% (lowest scores),Orange ,3736,10.04,77.94,12.02,10.71,76.18,1.63,0,6.69,4.79
6059032044,7.51,7.68,5-10%,Orange ,5700,7,73.35,19.65,7.7,78.46,2.23,0.3,8.05,3.26
6059032045,2.49,0.45,1-5% (lowest scores),Orange ,3352,11.69,82.91,5.4,12.65,77.74,0.45,0,6.36,2.8
6059032046,1.80,0.15,1-5% (lowest scores),Orange ,6004,9.09,76.93,13.97,8.83,77.91,0.2,0,9.71,3.35
6059032047,10.83,15.04,15-20%,Orange ,4534,11.36,80.48,8.16,22.36,63.74,2.1,0.53,8.58,2.69
6059032048,9.08,10.78,10-15%,Orange ,5742,8.34,65.78,25.88,14.26,68.65,7.35,0,6.48,3.26
6059032049,8.69,9.93,5-10%,Orange ,9613,11.98,81.9,6.12,17.09,58.09,0.73,0.42,18.51,5.17
6059032050,6.07,4.84,1-5% (lowest scores),Orange ,5143,14.82,77.95,7.23,18.53,61,1.83,0,8.46,10.19
6059032051,9.51,11.75,10-15%,Orange ,4423,13.41,74.86,11.73,33.57,51.55,2.17,0,9.18,3.53
6059032053,8.71,9.98,5-10%,Orange ,8131,9.97,80.7,9.32,14.14,65.12,3.63,0,13.91,3.2
6059032054,16.42,28.86,25-30%,Orange ,5452,17.92,67.19,14.89,25.18,57.08,3.23,0,8.22,6.29
6059032055,10.76,14.84,10-15%,Orange ,3671,12.42,79.41,8.17,31.57,53.55,1.25,0,9.84,3.79
6059032056,8.84,10.31,10-15%,Orange ,10803,15.73,74.66,9.62,17.18,62.46,2.03,0,12.31,6.02
6059032057,7.01,6.78,5-10%,Orange ,8499,15.68,76.51,7.8,13.85,64.31,0,1.18,11.79,8.87
6059032058,4.02,1.56,1-5% (lowest scores),Orange ,8226,22.54,73.12,4.34,10.88,73.45,0.43,0,9.81,5.43
6059032059,4.18,1.82,1-5% (lowest scores),Orange ,10275,22.43,71.83,5.73,15.57,63.69,1.89,0,16.59,2.26
6059032061,8.31,9.17,5-10%,Orange ,5521,13.24,61.44,25.32,11.03,75.26,0,0,7.05,6.67
6059042103,12.23,18.49,15-20%,Orange ,8067,9.12,71.44,19.44,12.35,78.96,0,0,4.16,4.52
6059042106,10.73,14.74,10-15%,Orange ,1696,7.55,60.73,31.72,8.84,76.71,0.71,0,10.67,3.07
6059042107,21.49,41.09,40-45%,Orange ,3490,15.79,78.22,5.99,34.58,61.86,0,0,2.41,1.15
6059042108,21.95,42.01,40-45%,Orange ,4997,6.52,81.83,11.65,20.49,74.04,0.84,0,1.96,2.66
6059042109,7.80,8.18,5-10%,Orange ,5175,4.83,76.52,18.65,23.81,67.11,0.15,0,4.68,4.25
6059042111,9.09,10.79,10-15%,Orange ,6004,7.69,70.44,21.87,13.71,82.54,0,0.42,2.02,1.32
6059042112,9.48,11.67,10-15%,Orange ,6700,11.81,72.21,15.99,12.57,76.57,0.28,1.31,7.18,2.09
6059042113,12.82,19.97,15-20%,Orange ,4294,5.96,64.3,29.74,11.85,80.67,0.75,0.65,2.68,3.4
6059042114,11.97,17.86,15-20%,Orange ,3636,8.75,73.32,17.93,16.75,75.22,0.3,0,2.48,5.25
6059042201,20.08,37.71,35-40%,Orange ,5207,4.82,67.12,28.06,19.93,71.62,1.4,0,2.59,4.46
6059042203,11.51,16.64,15-20%,Orange ,7896,11.73,61.99,26.28,14.82,79.67,1.33,0,2.03,2.15
6059042205,10.18,13.40,10-15%,Orange ,6813,10.57,69.93,19.51,19.52,70.94,0.7,0,4.2,4.64
6059042206,6.10,4.93,1-5% (lowest scores),Orange ,3478,8.11,64.78,27.11,15.27,77.66,2.27,0,2.56,2.24
6059042305,11.58,16.79,15-20%,Orange ,3492,6.96,67.67,25.37,6.93,84.42,0,0,4.75,3.89
6059042307,17.47,31.42,30-35%,Orange ,7090,14.89,68.62,16.49,24.84,47.35,2.55,0,19.31,5.95
6059042310,19.84,37.13,35-40%,Orange ,8190,11.97,66.37,21.66,33.04,59.07,0,0.5,1.53,5.86
6059042311,17.62,31.87,30-35%,Orange ,6022,10.33,64.13,25.54,18.62,73.95,1.05,0,3.64,2.76
6059042312,37.97,72.09,70-75%,Orange ,9752,14.36,76.44,9.21,69.32,27.36,0.14,0.31,2.47,0.4
6059042313,22.19,42.54,40-45%,Orange ,6723,9.64,76.29,14.07,32.1,60.63,0.36,0,4.72,2.2
6059042315,11.25,16.02,15-20%,Orange ,5824,5.2,76.91,17.89,14.37,67.74,3.19,0,10.99,3.71
6059042317,4.20,1.87,1-5% (lowest scores),Orange ,3156,6.18,64.58,29.25,7.22,82.29,0.7,0,5.74,4.06
6059042319,5.37,3.63,1-5% (lowest scores),Orange ,3448,12.94,65.2,21.87,8.56,71.81,0.41,0,12.99,6.24
6059042320,11.09,15.63,15-20%,Orange ,6011,10.85,80.19,8.97,34.72,49.44,1.45,0,10.45,3.94
6059042323,7.36,7.41,5-10%,Orange ,4913,5.25,66.48,28.27,5.9,86.04,2.3,0,3.87,1.89
6059042324,8.36,9.32,5-10%,Orange ,4465,2.55,59.8,37.65,11.06,84.57,0,0.72,1.86,1.79
6059042325,6.86,6.53,5-10%,Orange ,3551,7.58,68.04,24.39,6.96,75.53,1.86,0,13.49,2.17
6059042326,5.23,3.44,1-5% (lowest scores),Orange ,4781,10.92,70.4,18.68,12.65,63.5,2.7,0,11.55,9.6
6059042327,13.27,21.15,20-25%,Orange ,5124,6.64,73.79,19.57,16.02,67.6,0.6,0,11.22,4.55
6059042328,8.24,9.03,5-10%,Orange ,2526,8.79,72.33,18.88,9.14,74.94,0.08,0,11.17,4.67
6059042329,7.49,7.63,5-10%,Orange ,4059,9.16,68.83,22,11.21,75.88,1.43,0,7.56,3.92
6059042330,11.44,16.46,15-20%,Orange ,6489,21.07,69.76,9.17,34.63,51.83,1.02,0,9.86,2.67
6059042331,8.82,10.25,10-15%,Orange ,6215,12.87,75.99,11.13,39.1,49.07,0,0,5.44,6.39
6059042332,3.24,0.82,1-5% (lowest scores),Orange ,5318,7.47,70.87,21.66,12.45,73.75,0.38,0,10.57,2.86
6059042333,6.54,5.84,5-10%,Orange ,4207,7.58,70.91,21.51,7.75,73.16,0.57,0,15.28,3.23
6059042334,10.67,14.59,10-15%,Orange ,5453,8.58,73.83,17.59,14.58,56.67,1.93,0,14.85,11.98
6059042335,10.91,15.24,15-20%,Orange ,6869,12.35,78.16,9.49,15.77,59.79,0.57,0,16.2,7.67
6059042336,4.60,2.42,1-5% (lowest scores),Orange ,4201,9.47,74.96,15.57,6.02,78.48,0.67,0,10.24,4.59
6059042337,5.26,3.47,1-5% (lowest scores),Orange ,3352,6.8,75.45,17.75,11.84,74.4,0.36,0,9.67,3.73
6059042338,6.65,6.03,5-10%,Orange ,4603,9.06,69.13,21.81,9.02,78.91,3.8,0.37,4.13,3.78
6059042339,11.72,17.15,15-20%,Orange ,3472,9.22,69.18,21.6,19.79,70.77,0.69,0,4.84,3.92
6059052404,17.51,31.58,30-35%,Orange ,4220,11.37,84.22,4.41,8.15,30.33,0.45,0,54.97,6.09
6059052408,12.69,19.64,15-20%,Orange ,6342,8.97,73.26,17.77,13.56,66.67,0,0,17.06,2.71
6059052410,43.41,80.04,80-85%,Orange ,5452,7.13,70.25,22.62,21.61,50.04,1.67,0,22.38,4.31
6059052411,33.82,65.57,65-70%,Orange ,5264,6.59,76.29,17.12,39.32,36.95,2.32,0,16.91,4.5
6059052415,12.67,19.59,15-20%,Orange ,4110,11.63,69.2,19.17,14.5,71.78,0,0.17,11.56,2
6059052416,21.31,40.60,40-45%,Orange ,4318,13.27,74.04,12.69,38.37,47.55,0.63,1.57,9.03,2.85
6059052417,10.23,13.55,10-15%,Orange ,7893,11.72,68.25,20.03,7.3,43,1.34,0,43.78,4.57
6059052418,20.89,39.80,35-40%,Orange ,21717,17.2,77.08,5.72,7.13,33.09,3.3,0.09,52.31,4.09
6059052419,12.56,19.33,15-20%,Orange ,3434,12.26,78.01,9.73,11.12,46.36,0.38,0,35.09,7.05
6059052420,11.50,16.62,15-20%,Orange ,23390,13.63,80.2,6.17,9.37,31.78,0.32,0,55.72,2.81
6059052421,13.90,22.77,20-25%,Orange ,5447,9.97,75.03,15,8.67,40.76,0,0,47.37,3.21
6059052422,23.01,44.52,40-45%,Orange ,8974,17.58,72.6,9.82,15.38,41.21,6.49,0,31.4,5.53
6059052423,20.83,39.64,35-40%,Orange ,5905,11.79,78.12,10.09,23.39,50.53,2.74,0,17.22,6.11
6059052424,18.18,33.13,30-35%,Orange ,4884,11.67,76.66,11.67,17.28,58.09,0.18,2.44,18.24,3.77
6059052425,19.24,35.67,35-40%,Orange ,5925,9.57,77.22,13.22,19.24,56.61,3.61,0,17.61,2.94
6059052426,16.84,30.03,30-35%,Orange ,20544,17.59,75.64,6.77,6.23,35.09,0.79,0.33,52.73,4.84
6059052427,11.07,15.62,15-20%,Orange ,5662,12.54,79.72,7.74,9.77,57.88,2.49,0,24.23,5.63
6059052428,5.85,4.41,1-5% (lowest scores),Orange ,6359,15.87,76.18,7.96,11.37,67.45,1.51,0,16.39,3.29
6059052502,25.92,50.82,50-55%,Orange ,5951,10.87,70.69,18.43,28.03,47.94,0.97,0,17.93,5.13
6059052505,17.83,32.32,30-35%,Orange ,5283,7.14,72.31,20.56,12.28,38.07,2.2,0,42.46,5
6059052506,18.08,32.93,30-35%,Orange ,2561,8.28,71.57,20.15,9.61,51,2.3,0,31.75,5.35
6059052511,14.13,23.39,20-25%,Orange ,6532,14.25,69.72,16.03,8.14,54.94,1.87,0,31.09,3.95
6059052513,15.93,27.66,25-30%,Orange ,5728,10.46,70.57,18.98,10.04,58.55,1.43,0,28.63,1.34
6059052514,14.42,24.09,20-25%,Orange ,5202,12.36,74.22,13.42,15.07,53.09,0,0.29,26.11,5.44
6059052515,20.40,38.46,35-40%,Orange ,9253,19.27,73.73,7,7.98,40.44,0.76,0,44.53,6.3
6059052517,26.80,52.63,50-55%,Orange ,10849,13.5,77.37,9.13,6.96,36.79,0.6,0,49.99,5.67
6059052518,24.93,48.59,45-50%,Orange ,7589,12.07,82.28,5.65,9.14,54.16,1.19,0,31.44,4.07
6059052519,21.30,40.56,40-45%,Orange ,4565,14,74.28,11.72,9.79,55.12,1.47,1.45,25.83,6.35
6059052520,13.57,21.92,20-25%,Orange ,3665,14.3,68.4,17.3,14.05,51.76,0.33,0,26.08,7.78
6059052521,19.84,37.12,35-40%,Orange ,5147,9.56,86.07,4.37,13.1,49.04,3.13,0,29.9,4.84
6059052522,16.71,29.64,25-30%,Orange ,4222,11.63,75.77,12.6,11.96,39.18,0,0,44.13,4.74
6059052523,21.34,40.68,40-45%,Orange ,4510,11.75,80.86,7.38,10.27,44.61,1.64,0,38.83,4.66
6059052524,18.53,34.01,30-35%,Orange ,7988,12.18,79.42,8.4,23.51,35.37,5.21,0,32.42,3.49
6059052525,15.51,26.73,25-30%,Orange ,19462,14.88,72.67,12.45,9.5,32.58,0.81,0,51.93,5.18
6059052526,16.68,29.59,25-30%,Orange ,4794,9.49,73.47,17.04,18.27,39.36,0.92,0,34.52,6.93
6059052527,12.01,17.99,15-20%,Orange ,8917,10.58,76.94,12.48,7.61,34.48,5.46,0,44.35,8.09
6059052528,10.45,13.97,10-15%,Orange ,4059,15.2,70.51,14.29,19.41,37.99,0.99,0.32,39.42,1.87
6059062604,11.35,16.24,15-20%,Orange ,15355,13.99,71.46,14.56,7.56,56.8,0.35,0.29,31.13,3.87
6059062605,12.63,19.53,15-20%,Orange ,3028,3.57,74.04,22.39,12.09,80.42,2.48,0.4,3.63,0.99
6059062610,21.72,41.58,40-45%,Orange ,10440,3.07,89.28,7.65,9.93,49.43,3.68,0,34.5,2.45
6059062611,31.16,60.98,60-65%,Orange ,4963,9.21,81.46,9.33,16.74,28.29,7.72,0,44.77,2.48
6059062612,15.85,27.46,25-30%,Orange ,8225,8.78,74.84,16.38,8.74,60.63,1.02,0,24.92,4.68
6059062614,23.36,45.36,45-50%,Orange ,17197,3.84,93.73,2.44,24.44,34.79,1.45,0.17,33.68,5.48
6059062619,6.09,4.89,1-5% (lowest scores),Orange ,3867,7.5,64.49,28.01,6.49,85.78,0.62,0,1.76,5.35
6059062620,5.11,3.20,1-5% (lowest scores),Orange ,5053,9.4,65.11,25.49,6.95,82.72,1.29,0,4.27,4.77
6059062621,14.83,25.13,25-30%,Orange ,12331,14.17,73.28,12.55,12.63,51.54,1.57,0,29.28,4.97
6059062622,19.35,35.84,35-40%,Orange ,3868,0.36,27.84,71.79,7.89,71.04,0.36,0,19.03,1.68
6059062625,18.26,33.37,30-35%,Orange ,3975,8.98,52.18,38.84,32.53,51.27,0.28,0,12.91,3.02
6059062626,24.01,46.76,45-50%,Orange ,3167,5.9,90.62,3.47,18.38,30.6,1.96,0,47.52,1.55
6059062627,23.42,45.41,45-50%,Orange ,3549,3.18,75.57,21.25,10.9,37.73,2.59,0,45.39,3.38
6059062628,13.85,22.59,20-25%,Orange ,3812,7.76,81.51,10.73,10.86,41.42,1.89,2.54,38.7,4.59
6059062629,6.40,5.52,5-10%,Orange ,2545,10.57,66.33,23.1,4.28,55.72,0.2,0,35.6,4.2
6059062630,8.19,8.91,5-10%,Orange ,1739,7.65,64.92,27.43,14.15,56.24,2.19,0,23.63,3.8
6059062631,4.87,2.86,1-5% (lowest scores),Orange ,3182,7.48,61.47,31.05,3.65,63.04,0,0.57,28.79,3.96
6059062632,8.09,8.75,5-10%,Orange ,4089,6.16,66.13,27.71,8.63,82.44,0.73,0,2.86,5.33
6059062633,3.85,1.30,1-5% (lowest scores),Orange ,6480,13.32,79.31,7.38,10.52,68.56,0.06,0.05,18.27,2.53
6059062634,8.06,8.66,5-10%,Orange ,5121,13.4,76.31,10.29,13.38,65.42,2.17,0,14.59,4.45
6059062635,5.10,3.19,1-5% (lowest scores),Orange ,4160,11.83,77.19,10.99,14.4,61.68,0.94,1.92,19.06,2
6059062636,8.87,10.38,10-15%,Orange ,4067,13.74,79.96,6.29,26.6,51.83,3.49,0,12.12,5.95
6059062637,11.80,17.31,15-20%,Orange ,5188,12.26,79.34,8.4,16.65,61.1,1.6,0,11.47,9.18
6059062638,9.31,11.22,10-15%,Orange ,6737,15.42,77.32,7.26,18.42,52.89,3.12,0,22.02,3.56
6059062639,8.53,9.68,5-10%,Orange ,7277,15.42,74.15,10.43,13.65,59.15,3.7,0,14.36,9.15
6059062640,9.64,12.10,10-15%,Orange ,3741,10.99,81.77,7.24,16.47,63.22,4.95,0,11.76,3.61
6059062641,10.57,14.33,10-15%,Orange ,5376,13.28,61.98,24.74,22.02,55.25,1.38,0,17.76,3.59
6059062642,3.04,0.68,1-5% (lowest scores),Orange ,2834,5.93,49.65,44.42,5.61,89.63,0.39,0,2.93,1.45
6059062643,6.54,5.85,5-10%,Orange ,7231,7.97,67.74,24.3,4.45,63.93,0,0.3,25.21,6.1
6059062644,8.87,10.40,10-15%,Orange ,8487,10.49,72.32,17.19,8.85,82.08,0,0,7.97,1.11
6059062645,6.03,4.74,1-5% (lowest scores),Orange ,6527,11.03,68.44,20.53,3.83,74.77,0.29,0,20.24,0.87
6059062646,23.07,44.69,40-45%,Orange ,3433,0.32,16.08,83.6,6.99,69.18,2.91,0,19.17,1.75
6059062647,26.41,51.69,50-55%,Orange ,4553,6.92,48.85,44.23,21.83,56.84,3.73,0.29,17.31,0
6059062648,17.31,31.08,30-35%,Orange ,2640,0,16.29,83.71,4.17,72.95,0,0,19.32,3.56
6059062649,12.69,19.65,15-20%,Orange ,3204,3.75,41.39,54.87,11.83,69.26,0,0,17.23,1.69
6059062701,6.74,6.24,5-10%,Orange ,2764,5.1,66.24,28.65,6.69,87.74,2.93,0,1.63,1.01
6059062702,5.90,4.50,1-5% (lowest scores),Orange ,4245,7.66,64.57,27.77,13.31,83.11,0,0,1.27,2.31
6059062800,13.47,21.63,20-25%,Orange ,3888,2.73,71.24,26.03,8.59,86.19,1.67,0,1.82,1.72
6059062900,8.29,9.10,5-10%,Orange ,1527,5.89,57.5,36.61,2.23,91.09,0,0,6.68,0
6059063004,13.97,22.95,20-25%,Orange ,6718,8.38,66,25.62,6,82.55,2.46,0.4,6.36,2.23
6059063005,6.73,6.22,5-10%,Orange ,1406,2.49,59.74,37.77,2.49,89.05,3.56,0,4.2,0.71
6059063006,6.48,5.69,5-10%,Orange ,2519,6.27,52.48,41.25,1.91,97.42,0,0,0.67,0
6059063007,19.17,35.59,35-40%,Orange ,6285,9.55,62.9,27.56,7.75,80.08,0,0,9.37,2.8
6059063008,18.22,33.30,30-35%,Orange ,1093,4.67,46.66,48.67,1.46,87.28,0,0,11.25,0
6059063009,6.95,6.66,5-10%,Orange ,1835,13.02,61.85,25.12,2.34,87.19,0,0,7.79,2.67
6059063010,9.43,11.52,10-15%,Orange ,6275,8.56,77.86,13.58,7.14,81.66,2.28,0,5.53,3.39
6059063101,18.64,34.33,30-35%,Orange ,3236,11.5,80.38,8.13,29.79,56.09,5.38,0.28,5.96,2.5
6059063102,14.25,23.69,20-25%,Orange ,6971,14.35,69.23,16.43,15.41,75.44,0.17,0.04,3.64,5.29
6059063103,11.36,16.28,15-20%,Orange ,2636,9.03,73.33,17.64,18.66,75.27,0.95,0.27,2.88,1.97
6059063201,17.95,32.58,30-35%,Orange ,4016,10.96,80.78,8.27,18.6,72.36,1.1,0,4.93,3.01
6059063202,20.94,39.88,35-40%,Orange ,3768,10.27,76.35,13.38,17.04,70.44,0.56,0,3.82,8.15
6059063301,19.54,36.30,35-40%,Orange ,2946,7.54,84.32,8.15,12.8,82.38,1.53,0,2.58,0.71
6059063302,14.65,24.65,20-25%,Orange ,4457,8.32,80.66,11.02,10.59,81.58,0.85,0,4.85,2.13
6059063400,10.82,15.03,15-20%,Orange ,4906,9.27,68.94,21.79,4.79,86.4,0.33,0.22,5.63,2.63
6059063500,17.54,31.68,30-35%,Orange ,6360,2.03,83.44,14.53,15.28,79.75,0,0,2.8,2.17
6059063601,8.52,9.66,5-10%,Orange ,3835,8.94,78.98,12.07,26.23,62.32,4.54,0,4.82,2.09
6059063603,16.39,28.74,25-30%,Orange ,6173,6.67,75.15,18.18,17.87,72.82,0.03,0.1,5.49,3.69
6059063604,33.33,64.64,60-65%,Orange ,4070,11.7,74.05,14.25,49.21,40.91,0.37,0.79,4.72,4
6059063605,45.06,82.07,80-85%,Orange ,5387,13.14,81.21,5.64,76.42,19.97,0.85,0,1.15,1.6
6059063701,34.43,66.59,65-70%,Orange ,5930,16.02,75.38,8.6,74.01,16.9,1.13,0,5.89,2.07
6059063702,31.89,62.23,60-65%,Orange ,6583,12.11,78.38,9.51,55.13,37.31,0.17,0,3.22,4.18
6059063802,15.50,26.66,25-30%,Orange ,2857,12.22,65.98,21.81,22.47,65.52,1.3,0,7.25,3.47
6059063803,13.93,22.82,20-25%,Orange ,4416,10.3,75.75,13.95,31.84,58.36,0.75,0.57,6.38,2.11
6059063805,18.96,35.04,35-40%,Orange ,2615,12.62,70.75,16.63,20.76,69.52,0,0,7.38,2.33
6059063806,20.31,38.28,35-40%,Orange ,3836,13.48,70.13,16.4,24.74,63.97,0,0,6.89,4.41
6059063807,24.43,47.69,45-50%,Orange ,4910,12.89,72.55,14.56,25.32,55.13,3.58,0,7.54,8.43
6059063808,25.70,50.33,50-55%,Orange ,6052,11.6,82.42,5.98,76.9,17.68,0.15,0.36,4.05,0.86
6059063902,24.34,47.45,45-50%,Orange ,6745,7.01,86.43,6.55,22.98,55.52,2.8,0,15.79,2.91
6059063903,22.20,42.56,40-45%,Orange ,4019,12.94,73.92,13.14,34.78,39.74,0.77,1.47,22.62,0.62
6059063904,28.07,55.14,55-60%,Orange ,4492,13.6,74.09,12.31,43.92,37.24,1.07,0.38,14.91,2.47
6059063905,8.87,10.36,10-15%,Orange ,4254,8.27,75.04,16.69,12.08,72.71,1.41,0,7.29,6.51
6059063906,25.34,49.56,45-50%,Orange ,6334,12.19,82,5.81,50.14,38.68,0.98,0,7.61,2.59
6059063907,17.95,32.54,30-35%,Orange ,8311,7.14,83.18,9.69,23.88,39.92,6.68,0.28,27.72,1.52
6059063908,24.97,48.68,45-50%,Orange ,5725,8,81.1,10.9,26.48,45.28,4.31,0.17,19.07,4.68
6059074003,48.50,86.16,85-90%,Orange ,4230,13.52,81.21,5.27,62.41,20.83,3.07,0,12.58,1.11
6059074004,38.26,72.53,70-75%,Orange ,7765,12.03,76.3,11.67,62.64,17.39,0.63,0.36,15.79,3.19
6059074005,40.31,75.50,75-80%,Orange ,7903,13.53,75.4,11.07,74.84,10.48,0.85,0.3,13.34,0.19
6059074006,29.85,58.41,55-60%,Orange ,5778,13.26,80.24,6.51,66.06,17.86,4.53,0.4,9.64,1.51
6059074102,31.30,61.18,60-65%,Orange ,6631,12.2,76.17,11.63,80.3,8.38,0.24,0,9.97,1.1
6059074103,34.20,66.28,65-70%,Orange ,5021,16.11,75.64,8.25,93.53,2.85,0,0.36,2.63,0.64
6059074106,40.40,75.69,75-80%,Orange ,6719,14.35,78.79,6.86,71.31,17.79,1.35,0,8.84,0.71
6059074107,18.44,33.76,30-35%,Orange ,6671,13.66,75.39,10.96,36.89,34.24,1.44,0,22.55,4.89
6059074108,45.04,82.03,80-85%,Orange ,4939,11.78,78.6,9.62,85.85,5.55,1.03,0,7.57,0
6059074109,41.01,76.68,75-80%,Orange ,3358,15.46,77.61,6.94,82.82,4.73,0.18,0,12.12,0.15
6059074110,28.82,56.62,55-60%,Orange ,3910,7.72,75.7,16.57,40.26,23.94,2.35,0.87,27.95,4.63
6059074111,28.77,56.49,55-60%,Orange ,5523,9.8,75.21,14.99,62.72,13.18,0.54,0,23.56,0
6059074200,44.26,81.18,80-85%,Orange ,9608,12.36,79.37,8.26,95.42,3.35,0,0.07,1.16,0
6059074300,51.23,89.12,85-90%,Orange ,4051,17.38,76.1,6.52,92.82,4.25,0,0,2.22,0.72
6059074403,43.81,80.56,80-85%,Orange ,6240,20.14,76.84,3.01,93.72,3.13,0,0.43,2.72,0
6059074405,53.72,91.45,90-95%,Orange ,6662,20.08,72.41,7.51,89.21,7.18,0.89,0,2.09,0.65
6059074406,55.01,92.54,90-95%,Orange ,3693,15.14,79.88,4.98,91.39,4.39,0.79,0,2.38,1.06
6059074407,34.10,66.05,65-70%,Orange ,5648,16.7,77.12,6.18,82.84,11.38,1.13,0,3.75,0.89
6059074408,38.64,73.10,70-75%,Orange ,6300,21.41,73.89,4.7,79.92,10.25,3.43,0,3.57,2.83
6059074501,35.00,67.60,65-70%,Orange ,7241,19.07,75.71,5.22,89.15,1.26,0.33,0.44,8.69,0.14
6059074502,50.05,87.93,85-90%,Orange ,5413,15.02,76.21,8.78,92.89,2.44,0,0,4.67,0
6059074601,39.01,73.50,70-75%,Orange ,7602,14.68,77.91,7.41,92.49,5.41,0,0,1.36,0.74
6059074602,45.09,82.14,80-85%,Orange ,8382,14.02,79.42,6.56,93.27,3.07,0.12,0,2.18,1.37
6059074701,39.35,73.87,70-75%,Orange ,8184,14.97,78.25,6.78,91.87,1.96,0.06,0,5.27,0.84
6059074702,37.32,71.10,70-75%,Orange ,6078,13.29,80.55,6.15,92.51,2.48,0.21,0,3.9,0.89
6059074801,47.33,84.82,80-85%,Orange ,5767,12.66,79.09,8.25,91.99,1.65,1.73,0,4.63,0
6059074802,40.45,75.76,75-80%,Orange ,6772,18.53,76.73,4.74,86.13,0.92,0.52,0,12.43,0
6059074803,37.31,71.05,70-75%,Orange ,9166,10.77,77.22,12.01,73.9,3.52,0.86,0,20.27,1.44
6059074805,41.31,77.09,75-80%,Orange ,5288,23.39,73.01,3.59,92.93,0.78,1.82,0,1.53,2.95
6059074806,37.63,71.53,70-75%,Orange ,5205,18.54,73.85,7.61,92.32,0.69,2.63,0,4.36,0
6059074901,49.88,87.73,85-90%,Orange ,9933,19.14,73.16,7.7,94.94,1.16,0,0.1,3.8,0
6059074902,37.74,71.67,70-75%,Orange ,6221,18.74,76.39,4.87,97.6,1.38,0.05,0,0.96,0
6059075002,51.89,89.90,85-90%,Orange ,8236,15.86,72.81,11.33,87.31,6.76,0.17,0,5.5,0.25
6059075003,36.75,70.22,70-75%,Orange ,7500,23,75.01,1.99,95.52,2.96,0.27,0,0.59,0.67
6059075004,45.46,82.53,80-85%,Orange ,5267,19.18,76.34,4.48,93.87,3.3,2.01,0,0.82,0
6059075100,41.15,76.84,75-80%,Orange ,9934,12.73,79.37,7.89,74.21,17.73,1.39,0.37,5.29,1.01
6059075201,46.86,84.23,80-85%,Orange ,6089,15.27,74.18,10.54,90.43,4.02,0,1.45,4.11,0
6059075202,45.39,82.40,80-85%,Orange ,5592,13.59,75.34,11.07,92.97,2.16,0.32,0.57,3.97,0
6059075301,25.84,50.72,50-55%,Orange ,5751,12.62,77.83,9.55,61.8,17.3,1.17,0,19.01,0.73
6059075302,36.94,70.50,70-75%,Orange ,5137,20.46,70.59,8.95,81.97,11.95,0.8,0,4.81,0.47
6059075303,31.06,60.78,60-65%,Orange ,3372,12.07,66.73,21.2,44.13,43.77,0.53,0.27,7.62,3.68
6059075401,27.84,54.59,50-55%,Orange ,4258,11.98,73.65,14.37,54.32,36.92,1.81,0,3.88,3.08
6059075403,37.41,71.23,70-75%,Orange ,8105,10.64,81.06,8.3,63.45,24.97,1.11,0.27,9.4,0.79
6059075404,28.44,55.81,55-60%,Orange ,7202,12,75.67,12.33,48.85,29.51,10.71,0.28,9.8,0.86
6059075405,26.65,52.37,50-55%,Orange ,3448,12.15,71.4,16.44,57.02,34.11,0.93,0,5.83,2.12
6059075504,20.89,39.81,35-40%,Orange ,3857,10.16,71.09,18.75,30.52,54.73,0.36,0.26,9.72,4.41
6059075505,20.77,39.44,35-40%,Orange ,3355,13.23,70.76,16.01,39.91,44.86,3.01,0.27,9.68,2.27
6059075506,19.63,36.55,35-40%,Orange ,3636,11.91,70.46,17.63,32.4,46.86,2.31,0,15.87,2.56
6059075507,23.75,46.09,45-50%,Orange ,5257,11.19,81.89,6.92,47.97,30.3,3.39,0,15.07,3.27
6059075512,36.53,69.92,65-70%,Orange ,3866,21.6,74.08,4.32,55.85,15.73,8.98,0,16.19,3.26
6059075513,27.02,53.06,50-55%,Orange ,5200,11.79,79.71,8.5,56.92,17.13,1.52,0.4,19.19,4.83
6059075514,41.00,76.65,75-80%,Orange ,4192,14.79,77.5,7.71,74.19,11.33,2.31,0,11.19,0.98
6059075515,33.17,64.42,60-65%,Orange ,21127,13.84,79.48,6.67,28.39,27.32,1.64,0,39.93,2.72
6059075603,7.09,6.92,5-10%,Orange ,4120,11.6,71.89,16.5,19.71,70.02,0.12,1.6,7.74,0.8
6059075604,10.62,14.46,10-15%,Orange ,7867,8.57,66.33,25.1,11.27,69.71,0,0,16.89,2.12
